pid,level,level_num,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,PMmtg,HRmtg,Mktmtg,Opmtg,GAmtg,Salesmtg,RDmtg,PMemail,HRemail,Mktemail,Opemail,GAemail,Salesemail,RDemail,Dir_level,Exc_level,JrIc_level,Mgr_level,SrExec_level,SrIc_level,Sprt_level,C_region,E_region,N_region,S_region,SW_region,W_region,GA_dept,HR_dept,Mkting_dept,Ops_dept,PM_dept,RD_dept,Sales_dept,attainquota
110867,Junior IC,2,R&D,South,336,797,0.04710938,336,698,0,99,0,0,0,200,31,12,455,0,0,0,58,15,16,247,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA
110869,Junior IC,2,R&D,South,2516,1225,0.075764515,1430,1108,1086,117,14,0,0,315,36,12,731,7,0,0,517,30,2,874,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA
110870,Junior IC,2,G&A,South,2945,43,0.1720109,2009,30,936,13,0,0,0,9,15,0,6,0,0,0,606,1164,6,233,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
110871,Director,5,G&A,South,1512,2128,0.19051877,1496,1650,16,478,0,1,0,806,606,53,184,0,0,13,281,1139,0,63,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
110872,Junior IC,2,Operations,South,1251,1480,0.062089436,1195,1342,56,138,18,0,0,841,36,1,446,0,0,0,1003,23,0,169,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110873,Senior IC,3,Operations,South,1040,1634,0.081614301,938,1370,102,264,23,0,0,830,28,10,479,0,0,4,736,15,0,183,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110874,Junior IC,2,Operations,South,1130,1083,0.068713531,998,962,132,121,0,0,0,647,39,12,264,2,0,0,704,54,0,238,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110875,Junior IC,2,Operations,South,2877,1317,0.14306149,2367,1052,510,265,0,0,0,703,37,1,311,3,0,4,2016,31,3,310,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110876,Junior IC,2,Operations,South,1478,1777,0.099150985,1478,1353,0,424,0,0,0,686,54,11,602,0,0,2,735,88,0,653,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110877,Junior IC,2,Operations,South,2381,1096,0.080867305,1477,761,904,335,0,0,0,484,26,0,251,0,0,0,806,65,0,606,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110879,Junior IC,2,Operations,South,1613,4673,0.081574038,1219,3430,394,1243,118,22,154,1570,118,69,1379,5,0,1,747,79,1,386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110880,Junior IC,2,Operations,South,3977,2585,0.16231605,2743,2178,1234,407,118,22,62,1101,72,35,768,0,0,0,1701,257,8,777,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110881,Junior IC,2,Operations,South,2023,416,0.11846659,1377,292,646,124,0,0,0,232,2,0,58,6,0,0,1207,52,2,110,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110882,Junior IC,2,Operations,South,1875,5119,0.15440695,1875,3755,0,1364,165,22,160,1541,145,81,1641,6,0,25,979,154,29,682,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110883,Junior IC,2,Operations,South,11168,6500,0.24247056,7290,4801,3878,1699,136,22,150,2423,112,77,1881,25,7,5,4775,166,19,2293,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110884,Junior IC,2,Operations,South,5353,0,0.21252733,3787,0,1566,0,0,0,0,0,0,0,0,4,0,0,2341,169,4,1269,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110885,Support,1,Operations,South,2078,141,0.099995531,1650,131,428,10,0,0,0,109,0,0,22,0,0,0,1487,46,0,117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110887,Junior IC,2,Operations,South,5025,0,0.22646023,3917,0,1108,0,0,0,0,0,0,0,0,1,0,1,2865,153,1,896,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110888,Junior IC,2,Operations,South,626,762,0.038275018,502,553,124,209,1,0,6,256,38,12,240,16,0,0,365,29,12,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110890,Junior IC,2,Operations,South,2237,1767,0.13171458,1717,1277,520,490,0,0,4,842,53,10,368,2,0,3,1002,25,12,673,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110891,Junior IC,2,Operations,South,1483,4075,0.13589786,1455,2926,28,1149,24,0,120,1587,98,56,1041,41,0,8,904,123,0,379,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110892,Manager,4,Operations,South,8810,4855,0.47950941,5854,3391,2956,1464,129,23,158,1355,121,84,1521,187,0,220,2582,472,37,2356,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110893,Junior IC,2,Operations,South,2187,158,0.16898926,2053,149,134,9,0,0,0,105,28,4,12,6,0,2,1913,108,2,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110894,Manager,4,Operations,South,5937,0,0.20329459,4685,0,1252,0,0,0,0,0,0,0,0,0,0,2,4335,315,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110895,Junior IC,2,Operations,South,4973,2016,0.19992346,4635,1933,338,83,0,0,0,1869,52,0,12,19,0,13,4267,111,14,211,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110896,Junior IC,2,Operations,South,3121,3915,0.18669893,2905,3809,216,106,0,0,0,3603,56,0,150,2,0,8,2444,408,0,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110897,Junior IC,2,Operations,South,5914,1608,0.19785623,4914,1517,1000,91,0,0,0,1370,63,0,84,61,0,0,4337,402,1,113,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110898,Manager,4,Operations,South,2323,0,0.1645997,2289,0,34,0,0,0,0,0,0,0,0,4,0,0,1975,239,37,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110899,Manager,4,Operations,South,14800,2695,0.2881926,12936,2565,1864,130,0,0,0,2414,54,8,89,0,0,29,11276,1314,168,149,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110900,Junior IC,2,Operations,South,2492,1506,0.12392576,2178,1362,314,144,0,0,0,1347,0,0,15,15,0,1,1760,166,4,232,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110902,Junior IC,2,Operations,South,2299,3146,0.1384636,2185,2649,114,497,0,0,0,2575,1,0,73,3,0,10,1978,125,0,69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110903,Junior IC,2,Operations,South,4505,2495,0.25748414,3847,2399,658,96,0,0,0,2289,31,0,79,2,0,2,3479,295,0,69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110904,Junior IC,2,Operations,South,3877,0,0.17916094,3315,0,562,0,0,0,0,0,0,0,0,4,0,2,2954,186,10,159,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110905,Director,5,Operations,South,2090,4173,0.20873506,2090,3961,0,212,0,0,0,3366,336,40,219,2,0,0,1647,421,7,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110906,Senior IC,3,Operations,South,7864,130,0.19851457,4960,128,2904,2,0,0,0,122,6,0,0,0,0,0,4015,897,1,47,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110907,Manager,4,Operations,South,2226,1192,0.21156049,2050,751,176,441,0,0,0,610,83,10,48,58,0,0,1395,341,2,254,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110908,Junior IC,2,Operations,South,341,77,0.042358741,263,63,78,14,0,0,0,52,0,0,11,0,0,2,192,17,0,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110909,Junior IC,2,Operations,South,13544,997,0.20954049,6376,891,7168,106,0,0,0,728,82,11,70,22,0,0,4632,209,17,1496,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110910,Junior IC,2,Operations,South,1996,140,0.11037514,1674,117,322,23,0,0,0,117,0,0,0,0,0,0,1356,91,0,227,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110911,Manager,4,Operations,South,2881,987,0.17830129,2881,902,0,85,0,0,0,742,81,3,76,10,0,2,2529,131,0,209,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110912,Junior IC,2,Operations,South,5726,1240,0.24194352,4864,1088,862,152,0,0,0,942,84,11,51,6,0,2,4667,113,2,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110913,Junior IC,2,Operations,South,2055,559,0.11481859,1961,494,94,65,0,0,0,447,33,0,14,2,0,0,1838,55,0,66,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110914,Junior IC,2,Operations,South,5483,774,0.1965735,4505,684,978,90,0,0,0,572,55,10,47,59,0,0,4220,103,0,123,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110915,Junior IC,2,Operations,South,6513,534,0.18624875,5527,452,986,82,0,0,0,373,42,10,27,13,0,6,5306,115,2,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110916,Junior IC,2,Operations,South,9778,0,0.23746699,5294,0,4484,0,0,0,0,0,0,0,0,0,0,0,4626,159,2,507,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110917,Junior IC,2,Operations,South,6444,0,0.15632465,5322,0,1122,0,0,0,0,0,0,0,0,4,0,0,4988,254,8,68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110918,Senior IC,3,Sales,South,1695,758,0.1445976,1641,743,54,15,5,2,4,15,3,37,677,7,0,222,218,116,1077,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,93.941895
110919,Junior IC,2,Sales,South,12612,855,0.33824399,10090,840,2522,15,2,1,3,4,2,37,791,0,0,141,1279,359,8300,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,147.56586
110920,Junior IC,2,Sales,South,3312,886,0.20531927,2594,714,718,172,11,1,47,130,23,473,29,0,0,125,202,33,2222,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,84.979477
110921,Junior IC,2,Sales,South,7927,1186,0.24173006,4995,1001,2932,185,16,11,94,161,101,518,100,5,0,17,1111,45,3789,28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,176.6058
110922,Junior IC,2,Sales,South,3282,1064,0.13472323,2156,905,1126,159,11,8,78,136,81,504,87,0,0,8,181,39,1928,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106.77955
110923,Junior IC,2,Sales,South,3920,587,0.21808822,3142,457,778,130,11,2,2,75,21,325,21,34,0,12,327,13,2754,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,87.996269
110924,Junior IC,2,Sales,South,3265,780,0.28111252,2669,738,596,42,11,2,8,15,1,24,677,0,0,218,309,58,2060,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100
110925,Junior IC,2,Operations,South,6127,2535,0.25716302,4223,1842,1904,693,9,8,141,528,102,555,499,0,2,21,607,71,3442,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
110926,Junior IC,2,Sales,South,4926,1425,0.18203843,3364,1259,1562,166,22,20,143,203,153,560,158,5,0,62,338,33,2926,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,150.20651
110927,Junior IC,2,Sales,South,7545,367,0.21899745,4685,352,2860,15,5,2,43,5,3,26,268,5,0,5,589,26,4059,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,137.67458
110928,Junior IC,2,Sales,South,7351,360,0.29091674,4787,345,2564,15,3,1,3,5,3,62,268,28,0,56,814,61,3812,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106.60072
110929,Junior IC,2,Sales,South,5283,1098,0.33840302,3275,860,2008,238,2,3,88,132,24,588,23,4,2,293,227,43,2612,94,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,78.477745
110930,Junior IC,2,Sales,South,2313,1607,0.18225566,2313,1203,0,404,9,8,58,229,87,718,94,2,1,10,400,66,1833,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,134.22641
110931,Junior IC,2,Sales,South,1570,921,0.061760008,1270,916,300,5,5,1,94,6,1,18,791,0,0,0,105,17,1148,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,79.726013
110932,Junior IC,2,Sales,South,3025,206,0.088177688,2703,179,322,27,5,3,24,12,22,94,19,0,0,4,158,56,2485,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,69.107727
110933,Junior IC,2,Sales,South,2758,414,0.1362966,1882,354,876,60,11,2,6,59,20,235,21,0,0,11,174,16,1681,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,104.07827
110934,Junior IC,2,Sales,South,5660,1092,0.17316069,3762,930,1898,162,11,8,81,142,79,530,79,0,2,35,344,52,3283,46,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,135.87947
110935,Junior IC,2,Sales,South,2864,893,0.12429707,2162,867,702,26,3,2,2,15,4,99,742,0,0,0,239,58,1861,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,138.71671
110936,Junior IC,2,Sales,South,2546,502,0.10261416,1946,487,600,15,11,2,187,4,3,37,243,0,0,6,77,5,1858,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27.857828
110937,Manager,4,Sales,South,4575,1996,0.34555274,4381,1654,194,342,199,3,41,478,209,664,60,0,0,80,707,409,3129,56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,162.48804
110938,Junior IC,2,Sales,East,1853,1180,0.029418547,1017,1171,836,9,13,2,288,9,6,62,791,2,0,6,24,47,938,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,73.978691
110939,Manager,4,Sales,East,4632,666,0.19935434,2834,636,1798,30,315,2,4,15,6,26,268,0,0,136,118,931,1640,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93.100662
110940,Senior Executive,7,R&D,Central,1270,712,0.0786741,1138,595,132,117,58,11,37,89,62,20,318,53,20,87,56,192,62,668,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110941,Manager,4,R&D,Central,6543,1989,0.46985486,4659,1770,1884,219,52,33,117,702,258,139,469,64,63,59,1203,874,27,2369,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110942,Director,5,R&D,Central,5816,3570,0.27378151,4562,2782,1254,788,193,26,198,409,182,82,1692,287,275,125,135,220,5,3515,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110943,Director,5,R&D,Central,3852,4014,0.27730563,3182,3382,670,632,336,35,153,640,188,107,1923,299,54,87,94,197,22,2429,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110944,Director,5,R&D,Central,4036,0,0.26300365,3612,0,424,0,0,0,0,0,0,0,0,400,158,111,47,135,6,2755,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110945,Senior IC,3,R&D,Central,5746,1383,0.17744434,4460,1182,1286,201,25,2,15,79,25,0,1036,29,106,8,441,92,16,3768,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110946,Manager,4,R&D,Central,4431,1539,0.22367823,2755,1410,1676,129,38,21,55,134,87,97,978,118,168,98,212,216,35,1908,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110947,Manager,4,R&D,Central,4825,2784,0.2071068,3573,2518,1252,266,58,39,116,404,203,170,1528,24,64,38,213,112,0,3122,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110948,Support,1,R&D,Central,5039,1920,0.44578233,3911,1698,1128,222,31,53,113,258,218,135,890,17,234,124,286,574,88,2588,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110949,Junior IC,2,R&D,Central,1876,1967,0.14910731,1496,1664,380,303,104,32,111,251,215,164,787,41,17,24,172,27,2,1213,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110950,Junior IC,2,R&D,Central,1269,967,0.094706535,1077,869,192,98,27,12,35,121,90,57,527,4,13,8,57,25,2,968,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110951,Junior IC,2,R&D,Central,3579,1418,0.22237028,2983,1293,596,125,35,17,39,124,88,64,926,159,36,67,275,90,79,2277,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110952,Senior IC,3,R&D,Central,2803,2472,0.25388575,1937,2227,866,245,68,40,130,256,263,184,1286,86,72,7,186,174,4,1408,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110953,Senior IC,3,R&D,Central,1319,2283,0.09329439,1011,2033,308,250,48,29,84,292,204,127,1249,8,0,6,89,25,0,883,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110954,Senior IC,3,R&D,Central,3467,1196,0.13117398,2943,1109,524,87,1,0,0,227,18,0,863,14,9,5,187,24,0,2704,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110955,Senior IC,3,R&D,Central,1621,0,0.057110097,1249,0,372,0,0,0,0,0,0,0,0,3,2,0,109,12,0,1123,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110956,Executive,6,R&D,Central,4426,4830,0.30929515,3144,3960,1282,870,254,82,296,832,381,196,1919,61,115,332,59,357,52,2168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110957,Junior IC,2,R&D,Central,1762,2582,0.17184426,1364,2199,398,383,152,53,162,591,302,174,765,6,8,12,53,492,24,769,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110958,Junior IC,2,R&D,Central,723,1551,0.085713223,639,1375,84,176,39,33,96,240,203,134,630,0,6,8,107,17,4,497,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110959,Manager,4,R&D,Central,4859,1533,0.39587376,3823,1276,1036,257,135,24,44,327,88,87,571,89,89,69,967,126,312,2171,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110960,Senior IC,3,R&D,Central,4808,0,0.29761288,3596,0,1212,0,0,0,0,0,0,0,0,294,41,51,618,187,97,2308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110961,Senior IC,3,R&D,Central,6757,1552,0.36495453,5237,1389,1520,163,55,36,111,301,222,204,460,268,2,243,1078,754,990,1902,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110962,Senior IC,3,R&D,Central,1232,1102,0.093863316,1048,1002,184,100,15,17,47,330,107,65,421,25,12,4,336,41,0,630,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110963,Senior IC,3,R&D,Central,1082,0,0.11837072,1000,0,82,0,0,0,0,0,0,0,0,17,16,0,188,48,1,730,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110964,Senior IC,3,R&D,Central,1679,4379,0.11088312,1483,3437,196,942,206,37,189,1313,146,126,1420,26,2,9,452,34,2,958,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110965,Director,5,R&D,Central,2428,6611,0.18501288,2160,5024,268,1587,381,49,292,1388,298,169,2447,71,33,6,239,72,6,1733,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110966,Manager,4,R&D,Central,2061,1533,0.17989229,1817,1247,244,286,45,25,61,322,98,59,637,7,57,4,216,89,10,1434,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110967,Senior IC,3,R&D,Central,918,2194,0.051312003,618,1619,300,575,15,17,139,601,129,111,607,3,5,6,89,14,2,499,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110968,Senior IC,3,R&D,Central,3423,1328,0.12721127,2547,1229,876,99,18,20,64,206,113,98,710,4,23,32,828,98,2,1560,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110969,Senior IC,3,R&D,Central,2945,0,0.20456356,2429,0,516,0,0,0,0,0,0,0,0,72,35,5,331,234,0,1752,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110970,Junior IC,2,R&D,Central,532,821,0.053067639,440,748,92,73,20,23,70,131,137,117,250,9,13,5,149,40,4,220,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110971,Support,1,R&D,Central,1126,1593,0.13261072,830,1469,296,124,24,30,89,173,174,130,849,16,72,32,32,109,24,545,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110972,Support,1,R&D,Central,108,83,0.01833877,108,82,0,1,0,2,0,0,1,0,79,5,6,2,20,12,2,61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110973,Junior IC,2,R&D,Central,2555,1374,0.14849,1887,1187,668,187,34,27,64,188,157,91,626,11,72,6,144,100,19,1535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110974,Senior IC,3,R&D,Central,2360,0,0.11240114,1440,0,920,0,0,0,0,0,0,0,0,40,26,22,143,175,3,1031,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110975,Senior IC,3,R&D,Central,3331,1275,0.10008168,2107,1047,1224,228,33,12,38,228,101,57,578,4,7,11,381,93,0,1611,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110976,Senior IC,3,R&D,Central,1263,1512,0.084464185,939,1319,324,193,53,27,61,230,150,76,722,12,3,4,25,53,2,840,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110977,Support,1,R&D,Central,702,1460,0.082354255,620,1311,82,149,39,40,92,219,186,134,601,9,26,0,60,148,25,352,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110978,Senior IC,3,R&D,Central,3737,1862,0.16334759,2387,1580,1350,282,134,36,84,195,181,126,824,35,31,24,232,109,35,1921,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110979,Senior IC,3,R&D,Central,3533,3660,0.23044485,3019,2864,514,796,165,33,152,733,217,128,1436,267,6,12,583,50,49,2052,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110980,Senior IC,3,R&D,Central,9346,1784,0.17082641,4116,1461,5230,323,51,18,80,318,117,65,812,28,14,6,770,37,0,3261,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110981,Director,5,R&D,Central,3523,6903,0.27809384,3513,5341,10,1562,398,60,273,1505,346,213,2546,130,19,54,340,405,23,2542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110982,Junior IC,2,R&D,Central,7616,3650,0.28584206,4848,2962,2768,688,234,47,142,809,218,128,1384,149,17,125,1650,281,21,2605,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110983,Senior IC,3,R&D,Central,4055,2721,0.18122625,2973,1959,1082,762,54,3,103,690,46,47,1016,28,3,16,329,69,25,2503,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110984,Senior IC,3,R&D,Central,1361,5535,0.12846425,1361,4335,0,1200,208,66,305,1358,341,233,1824,27,15,4,142,43,5,1125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110985,Senior IC,3,R&D,Central,1379,60,0.10740776,861,46,518,14,2,0,0,9,1,0,34,19,4,21,165,84,0,568,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110986,Senior IC,3,R&D,Central,2964,813,0.15659837,2180,746,784,67,11,15,36,143,77,57,407,5,37,5,680,26,0,1427,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110987,Manager,4,R&D,Central,9132,4013,0.36043909,6792,3178,2340,835,145,17,88,1296,25,46,1561,75,253,80,2192,89,51,4052,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110988,Support,1,R&D,Central,1303,0,0.075973518,887,0,416,0,0,0,0,0,0,0,0,13,7,0,144,52,1,670,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110989,Director,5,R&D,Central,8030,6809,0.40940145,7082,5419,948,1390,252,63,302,1560,339,215,2688,699,60,115,1361,199,53,4595,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110990,Senior IC,3,R&D,Central,2162,931,0.1224542,1814,852,348,79,11,18,39,256,83,61,384,7,8,5,248,28,0,1518,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110991,Support,1,R&D,Central,1546,0,0.088898115,834,0,712,0,0,0,0,0,0,0,0,9,9,8,134,82,30,562,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110992,Junior IC,2,R&D,Central,3456,486,0.11760173,2514,452,942,34,15,4,0,36,1,0,396,228,33,17,276,10,5,1945,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110993,Junior IC,2,R&D,Central,2156,1294,0.099516943,2156,1146,0,148,37,32,73,160,159,115,570,50,4,14,76,51,14,1947,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110994,Junior IC,2,R&D,Central,5335,1536,0.32379982,4485,1364,850,172,39,46,108,223,237,135,576,144,147,147,694,444,19,2890,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
110995,Manager,4,R&D,Central,22132,3373,0.42122903,18118,2921,4014,452,345,34,126,705,256,140,1315,1897,64,456,2518,740,184,12259,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
